,avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
2999,73.0,32,174.1,456.2,49513,10021,10.8,0.0,"(48021.6, 51046.4]",46.1,44.8,48.1,"Sac County, Iowa",2.25,59.3,16.2,27.3,45.5,11.0,39.3,14.9,63.3,4.0,77.6,57.4,44.8,33.3,13.3,97.9011979,0.702900703,0.0,0.316800317,54.53926464,8.116710875
3000,913.0,346,185.1,501.4,54959,172126,12.2,360.2012479,"(54545.6, 61494.5]",37.6,36.6,38.6,"Scott County, Iowa",2.46,50.7,12.4,30.6,47.1,10.0,28.3,20.4,62.3,5.4,75.2,60.1,54.9,29.9,14.8,86.18892432,7.714978176,2.28949257,0.987681918,48.58438317,5.083188478
3006,73.0,31,173.4,431.6,44905,12469,12.8,882.1878258,"(42724.4, 45201]",40.6,39.7,41.5,"Union County, Iowa",2.3,51.2,21.8,26.1,46.1,6.0,40.0,11.5,64.1,5.4,71.4,51.6,43.1,37.4,16.8,97.36779324,0.986083499,0.333996024,0.007952286,47.6859659,7.681053402
3010,135.0,49,160.4,479.6,56243,22247,10.2,1842.945116,"(54545.6, 61494.5]",41.5,40.4,42.8,"Washington County, Iowa",2.43,58.3,16.5,39.6,34.1,9.8,35.8,14.0,65.9,4.2,71.7,54.4,45.4,33.7,15.8,95.8895399,0.83117591,0.458736431,1.15819594,55.00111882,9.453503746
3011,38.0,16,150.9,398.5,42006,6385,16.7,0.0,"(40362.7, 42724.4]",44.5,43.4,45.0,"Wayne County, Iowa",2.41,55.5,40.9,26.4,26.4,6.4,43.5,9.9,55.6,4.3,65.1,42.9,32.9,41.9,18.1,97.6660401,0.469924812,0.062656642,0.0,51.81047766,7.016060862
3013,67.0,27,163.3,446.6,50703,10609,10.4,0.0,"(48021.6, 51046.4]",43.2,41.8,45.5,"Winnebago County, Iowa",2.2,59.9,6.4,23.3,59.7,10.7,35.1,15.8,60.8,6.2,82.0,60.9,52.1,32.2,11.1,95.79800264,0.923308837,1.083474656,0.358017712,55.08733624,10.56949807
3014,113.0,40,138.4,431.4,55984,20709,9.4,48.28818388,"(54545.6, 61494.5]",40.6,39.9,41.9,"Winneshiek County, Iowa",2.24,54.4,3.8,12.5,79.0,4.7,35.1,16.4,70.3,3.0,83.5,67.0,53.4,25.6,9.7,96.67209347,0.948094235,1.240183873,0.296877993,56.28031038,3.507692308
3018,1962.667684,36,196.4,453.5494221,39196,12717,18.2,0.0,"(37413.8, 40362.7]",41.2,39.9,43.4,"Allen County, Kansas",2.39,50.4,7.3,32.4,56.8,3.5,33.4,12.2,56.7,7.0,66.0,49.0,42.7,37.7,19.6,93.46380246,1.704762633,0.512193257,0.596284688,48.20957407,8.708822416
3019,1962.667684,22,174.8,453.5494221,45368,7808,14.3,0.0,"(45201, 48021.6]",41.7,40.4,42.7,"Anderson County, Kansas",2.37,59.5,12.7,30.5,50.1,6.7,39.1,10.5,59.0,5.9,67.7,45.5,33.9,37.6,16.9,95.14944276,0.113981763,0.0,0.0,55.73170732,8.419023136
3027,1962.667684,13,194.2,453.5494221,39120,3402,16.4,0.0,"(37413.8, 40362.7]",49.1,46.8,51.0,"Chautauqua County, Kansas",2.21,59.8,19.1,42.7,36.5,1.7,36.1,13.2,52.7,5.1,62.5,41.3,34.2,43.2,20.1,88.38068182,0.568181818,0.0,0.0,53.43609505,2.613240418
3030,1962.667684,24,169.2,453.5494221,53131,8347,10.9,0.0,"(51046.4, 54545.6]",42.2,41.1,44.1,"Clay County, Kansas",2.45,62.3,7.7,26.5,50.5,15.2,33.7,16.0,63.2,1.9,80.2,57.4,43.3,33.8,12.2,96.71060444,0.605628785,0.546253414,0.201876262,59.69795677,6.744328633
3033,1962.667684,7,209.6,453.5494221,45353,1843,11.4,0.0,"(45201, 48021.6]",45.7,43.8,49.2,"Comanche County, Kansas",2.48,60.2,32.2,36.5,26.1,5.2,28.4,17.2,63.2,5.4,74.6,52.7,43.9,32.2,9.2,97.96019901,0.0,0.547263682,0.995024876,57.78061224,4.664723032
3034,1962.667684,85,184.4,453.5494221,45180,35788,15.0,1900.078239,"(42724.4, 45201]",38.2,36.5,40.0,"Cowley County, Kansas",2.48,51.9,12.8,32.3,46.0,8.9,30.5,12.7,55.4,7.0,69.0,52.3,46.2,34.4,17.4,87.71861748,3.168047895,1.610355054,1.89306799,50.73056692,7.404550713
3043,1962.667684,43,150.1,453.5494221,48609,37118,18.8,377.1754944,"(48021.6, 51046.4]",30.4,29.3,31.4,"Finney County, Kansas",2.9,52.6,26.7,33.9,35.6,3.8,23.1,12.4,70.1,4.6,64.5,53.3,48.6,28.8,17.7,75.70624512,2.326771335,4.044919613,14.13028842,52.00793651,8.186469585
3044,1962.667684,46,153.9,453.5494221,51144,34536,15.0,1968.959926,"(51046.4, 54545.6]",30.9,30.5,31.2,"Ford County, Kansas",3.04,54.8,19.7,44.5,33.3,2.5,23.0,12.8,64.8,6.4,62.0,52.6,47.8,26.6,16.8,87.96162931,2.313187763,1.316471741,5.680705191,55.15394913,7.80919168
3046,1962.667684,48,213.6,453.5494221,41193,37030,13.9,0.0,"(40362.7, 42724.4]",26.2,25.5,27.0,"Geary County, Kansas",2.83,59.5,8.0,43.3,43.9,4.8,29.8,13.7,48.8,9.2,76.1,60.3,22.9,25.1,12.6,70.09813249,16.59009976,3.177753011,1.356457444,56.04024208,8.981723238
